,CourseCode,CourseTitle,CourseTags,InstructionalFormat,Semester
36,AFS 210,Hip-Hop Studies,IEJ,Lecture,3_Spring-24
37,ANT 101,Introduction to Anthropology,"HB, IEJ, WC",Lecture,4_Fall-24
38,ANT 101,Introduction to Anthropology,"HB, IEJ, WC",Lecture,4_Fall-24
39,ANT 101,Introduction to Anthropology,"HB, IEJ, WC",Lecture,4_Fall-24
40,ANT 101,Introduction to Anthropology,"HB, WC",Lecture,0_Fall-22
41,ANT 101,Introduction to Anthropology,"HB, WC",Lecture,0_Fall-22
42,ANT 101,Introduction to Anthropology,"HB, IEJ, WC",Lecture,5_Spring-25
43,ANT 101,Introduction to Anthropology,"HB, IEJ, WC",Lecture,5_Spring-25
44,ANT 101,Introduction to Anthropology,"HB, WC",Lecture,1_Spring-23
45,ANT 101,Introduction to Anthropology,"HB, IEJ, WC",Lecture,4_Fall-24
46,ANT 105,Introduction to Archaeology,"HB, WC",Lecture,2_Fall-23
47,ANT 105,Introduction to Archaeology,"HB, WC",Lecture,4_Fall-24
48,ANT 204,Modern Japanese Society through Films,"VP, WC",Lecture,2_Fall-23
49,ANT 204,Modern Japanese Society through Films,"VP, WC",Lecture,0_Fall-22
50,ANT 205,Japanese Popular Culture,"VP, WC",Lecture,1_Spring-23
51,ANT 205,Japanese Popular Culture,"VP, WC",Lecture,5_Spring-25
52,ANT 205,Japanese Popular Culture,"VP, WC",Lecture,1_Spring-23
53,ANT 230,Biological Anthropology,NE,Laboratory,4_Fall-24
54,ANT 230,Biological Anthropology,NE,Lecture,4_Fall-24
55,ANT 230,Biological Anthropology,NE,Lecture,3_Spring-24
56,ANT 250,Race and the U.S. Criminal Justice System,HB,Lecture,0_Fall-22
57,ANT 250,Race and the U.S. Criminal Justice System,"HB, IEJ",Lecture,2_Fall-23
58,ANT 253,Anthropology of Development in Latin America,"IEJ, WC",Lecture,5_Spring-25
59,ANT 254,The Power and Politics of Black Foodways,"HB, IEJ, WC",Lecture,2_Fall-23
60,ANT 254,The Power and Politics of Black Foodways,"HB, IEJ, WC",Laboratory,2_Fall-23
61,ANT 258,Women in Africa and the African Diaspora,HB,Lecture,1_Spring-23
62,ANT 262,Magic and Religion,WC,Lecture,1_Spring-23
63,ANT 302,Anthropology of Race and Ethnicity,HB,Lecture,0_Fall-22
64,ANT 304,Archaeology Method and Theory,HB,Lecture,1_Spring-23
65,ANT 304,Archaeology Method and Theory,HB,Laboratory,1_Spring-23
66,ANT 305,Practicing Anthropology,HB,Lecture,2_Fall-23
67,ANT 306,Human Osteology & Paleopathology,NE,Lecture,5_Spring-25
68,ANT 306,Human Osteology & Paleopathology,NE,Laboratory,5_Spring-25
69,ANT 327,Feminist Anthropology,"HB, WR",Lecture,5_Spring-25
70,ANT 327,Feminist Anthropology,"HB, WR",Lecture,3_Spring-24
71,ANT 401,Anthropological Theory,WR,Lecture,3_Spring-24
72,ART 111,Introduction to Design,VP,Studio,0_Fall-22
73,ART 111,Introduction to Design,VP,Studio,0_Fall-22
74,ART 111,Introduction to Design,VP,Studio,0_Fall-22
75,ART 111,Introduction to Design,VP,Studio,1_Spring-23
76,ART 111,Introduction to Design,VP,Studio,1_Spring-23
77,ART 112,Introduction to Sculpture,VP,Studio,2_Fall-23
78,ART 112,Introduction to Sculpture,VP,Studio,2_Fall-23
79,ART 112,Introduction to Sculpture,VP,Studio,3_Spring-24
80,ART 113,Introduction to Painting,VP,Studio,0_Fall-22
81,ART 113,Introduction to Painting,VP,Studio,3_Spring-24
82,ART 124,Drawing,VP,Studio,4_Fall-24
83,ART 124,Drawing,VP,Studio,0_Fall-22
84,ART 124,Drawing,VP,Studio,5_Spring-25
85,ART 132,Histories of Art I,VP,Lecture,1_Spring-23
86,ART 133,Histories of Art II,VP,Lecture,1_Spring-23
87,ART 133,Histories of Art II,VP,Lecture,3_Spring-24
88,ART 200,Introduction to Ceramics,VP,Studio,3_Spring-24
89,ART 200,Introduction to Ceramics,VP,Studio,3_Spring-24
90,ART 200,Ceramics I,VP,Studio,1_Spring-23
91,ART 200,Ceramics I,VP,Studio,1_Spring-23
92,ART 200,Ceramics I,VP,Studio,0_Fall-22
95,ART 201,Themes in Ceramics,VP,Studio,4_Fall-24
98,ART 205,Darkroom Photography,VP,Studio,5_Spring-25
99,ART 205,Darkroom Photography,VP,Studio,2_Fall-23
100,ART 206,Digital Photography,VP,Studio,2_Fall-23
101,ART 206,Color and Digital Photography,VP,Studio,1_Spring-23
106,ART 224,Watermedia,VP,Lecture,2_Fall-23
107,ART 246,Twentieth Century Art,WR,Lecture,5_Spring-25
108,ART 251,Contemporary Art Since 1960,VP,Lecture,2_Fall-23
109,ART 252,Women and the Arts,"VP, WR",Lecture,3_Spring-24
110,ART 253,Art & Death,UQ,Lecture,2_Fall-23
111,ART 256,Art & Politics,"VP, IEJ",Lecture,4_Fall-24
112,ART 258,Embodied Representations,VP,Lecture,0_Fall-22
113,ART 258,"Embodied Representations: Art, Bodies, & Identities","VP, IEJ",Lecture,4_Fall-24
114,ART 259,History of Design,VP,Lecture,1_Spring-23
115,ART 263,Arts of Japan,"VP, WC",Lecture,5_Spring-25
116,ART 265,Museums Are Not Neutral,WR,Lecture,1_Spring-23
117,ART 265,Museums Are Not Neutral,WR,Lecture,5_Spring-25
120,ART 287,African-American Art (Visual Identity),"VP, IEJ",Lecture,3_Spring-24
123,ART 303,Photographic Essay,VP,Studio,3_Spring-24
124,ART 303,Photographic Essay,VP,Studio,1_Spring-23
141,AST 200,Introduction to Asian Studies,WC,Seminar,0_Fall-22
142,AST 200,Introduction to Asian Studies,"IEJ, WC",Seminar,4_Fall-24
143,AST 215,Archaeology of East Asia,"HB, WC",Lecture,4_Fall-24
144,AST 220,Ramayana,"UQ, WC",Lecture,0_Fall-22
145,AST 240,Archaeology of the Silk Road,"HA, WC",Lecture,5_Spring-25
146,AST 240,Archaeology of the Silk Road,"HA, WC",Lecture,1_Spring-23
147,AST 250,Human Development in Contemporary Asia,"HB, WC",Lecture,0_Fall-22
148,AST 255,Poverty  Gender and Development in India,"HB, WC",Lecture,2_Fall-23
149,AST 270,Languages of Asia,"HB, WC",Lecture,4_Fall-24
151,AST 470,Seminar in Asian Studies,WR,Seminar,3_Spring-24
152,AST 470,Seminar in Asian Studies,WR,Seminar,2_Fall-23
153,AST 470,Seminar in Asian Studies,WR,Seminar,3_Spring-24
154,AST 470,TU-Seminar in Asian Studies,WR,Seminar,2_Fall-23
157,BIO 101,Principles of Biology,NWL,Lecture,2_Fall-23
158,BIO 101,Principles of Biology,NWL,Laboratory,0_Fall-22
159,BIO 101,Principles of Biology,NWL,Lecture,0_Fall-22
160,BIO 101,Principles of Biology,NWL,Laboratory,2_Fall-23
161,BIO 102,Biology and the Environment,"NWL, NE",Lecture,4_Fall-24
162,BIO 102,Biology and the Environment,"NWL, NE",Laboratory,4_Fall-24
163,BIO 102,Biology and the Environment,"NWL, NE",Laboratory,2_Fall-23
164,BIO 102,Biology and the Environment,"NWL, NE",Lecture,2_Fall-23
165,BIO 102,Biology and the Environment,"NWL, NE",Laboratory,0_Fall-22
166,BIO 102,Biology and the Environment,"NWL, NE",Lecture,0_Fall-22
167,BIO 111,Foundations of Biology,NWL,Laboratory,1_Spring-23
168,BIO 111,Foundations of Biology,NWL,Lecture,1_Spring-23
169,BIO 111,Foundations of Biology,NWL,Laboratory,1_Spring-23
170,BIO 111,Foundations of Biology,NWL,Lecture,1_Spring-23
171,BIO 111,Foundations of Biology,NWL,Lecture,5_Spring-25
172,BIO 111,Foundations of Biology,NWL,Lecture,1_Spring-23
173,BIO 111,Foundations of Biology,NWL,Laboratory,5_Spring-25
174,BIO 111,Foundations of Biology,NWL,Laboratory,4_Fall-24
185,BIO 222,Research and Analysis,WR,Laboratory,0_Fall-22
186,BIO 222,Research and Analysis,WR,Lecture,4_Fall-24
187,BIO 222,Research and Analysis,WR,Laboratory,0_Fall-22
188,BIO 222,Research and Analysis,WR,Lecture,4_Fall-24
189,BIO 222,Research and Analysis,WR,Laboratory,2_Fall-23
190,BIO 222,Research and Analysis,WR,Lecture,2_Fall-23
191,BIO 222,Research and Analysis,WR,Laboratory,1_Spring-23
192,BIO 222,Research and Analysis,WR,Lecture,1_Spring-23
193,BIO 230,Nature of Diversity,"NWL, NE",Lecture,2_Fall-23
194,BIO 230,Nature of Diversity,"NWL, NE",Laboratory,2_Fall-23
195,BIO 230,Nature of Diversity,"NWL, NE",Laboratory,4_Fall-24
196,BIO 230,Nature of Diversity,"NWL, NE",Lecture,4_Fall-24
233,BIO 340,Ecology,NE,Laboratory,1_Spring-23
234,BIO 340,Ecology,NE,Laboratory,3_Spring-24
235,BIO 340,Ecology,NE,Lecture,3_Spring-24
236,BIO 340,Ecology,NE,Lecture,5_Spring-25
237,BIO 343,Environmental Systems,NE,Lecture,0_Fall-22
238,BIO 343,Environmental Systems,NE,Laboratory,0_Fall-22
239,BIO 343,Environmental Systems,NE,Laboratory,4_Fall-24
240,BIO 343,Environmental Systems,NE,Lecture,4_Fall-24
241,BIO 346,Forest Ecology,NE,Laboratory,2_Fall-23
242,BIO 346,Forest Ecology,NE,Lecture,2_Fall-23
245,BIO 401,Economic Botany,NE,Laboratory,1_Spring-23
246,BIO 401,Economic Botany,NE,Lecture,5_Spring-25
247,BIO 402,Ethnobiology,"NW, WC",Lecture,1_Spring-23
248,BIO 402,Belize: Biodiversity and Culture,"NW, WC",Lecture,5_Spring-25
249,BIO 402,Belize: Biodiversity and Culture,"NW, WC",Laboratory,5_Spring-25
250,BIO 402,Ethnobiology,"NW, WC",Laboratory,1_Spring-23
253,BIO 423,Marine Biology,"NWL, NE",Lecture,5_Spring-25
254,BIO 423,Marine Biology,"NWL, NE",Lecture,1_Spring-23
255,BIO 423,Marine Biology,"NWL, NE",Laboratory,1_Spring-23
256,BIO 423,Marine Biology,"NWL, NE",Laboratory,5_Spring-25
267,BIO 434,Ecology and Management of Great Smoky Mountains,NE,Lecture,3_Spring-24
268,BIO 434,Ecology and Management of Great Smoky Mountains,NE,Laboratory,3_Spring-24
269,BIO 435,Agroecology,NE,Lecture,2_Fall-23
270,BIO 435,Agroecology,NE,Laboratory,2_Fall-23
371,BUS 360,Performance Management,HB,Lecture,4_Fall-24
372,BUS 360,Performance Management,HB,Lecture,0_Fall-22
386,BUS 450,Strategic Management,WR,Seminar,1_Spring-23
387,BUS 450,Strategic Management,WR,Seminar,0_Fall-22
388,BUS 450,Strategic Management,WR,Seminar,0_Fall-22
389,BUS 450,Strategic Management,WR,Seminar,4_Fall-24
390,BUS 450,Strategic Management,WR,Seminar,4_Fall-24
391,BUS 450,Strategic Management,WR,Seminar,5_Spring-25
392,BUS 450,Strategic Management,WR,Seminar,1_Spring-23
404,CHM 101,Chemistry and Global Awareness,"NW, NE",Lecture,1_Spring-23
405,CHM 101,Chemistry and Global Awareness,"NW, NE",Lecture,1_Spring-23
406,CHM 101,Chemistry and Global Awareness,"NW, NE",Lecture,1_Spring-23
407,CHM 101,Chemistry and Global Awareness,"NW, NE",Lecture,1_Spring-23
408,CHM 101,Chemistry and Global Awareness,"NW, NE",Lecture,4_Fall-24
409,CHM 110,Foundations of Chemistry,NWL,Lecture,5_Spring-25
410,CHM 110,Foundations of Chemistry,NWL,Laboratory,5_Spring-25
411,CHM 110,Foundations of Chemistry,NWL,Lecture,2_Fall-23
412,CHM 110,Foundations of Chemistry,NWL,Combination,2_Fall-23
413,CHM 110,Foundations of Chemistry,NWL,Laboratory,2_Fall-23
414,CHM 110,Foundations of Chemistry,NWL,Laboratory,2_Fall-23
415,CHM 110,Foundations of Chemistry,NWL,Laboratory,5_Spring-25
416,CHM 110,Foundations of Chemistry,NWL,Combination,2_Fall-23
417,CHM 110,Foundations of Chemistry,NWL,Laboratory,2_Fall-23
418,CHM 110,Foundations of Chemistry,NWL,Lecture,2_Fall-23
419,CHM 110,Foundations of Chemistry,NWL,Combination,2_Fall-23
420,CHM 110,Foundations of Chemistry,NWL,Lecture,2_Fall-23
421,CHM 110,Foundations of Chemistry,NWL,Laboratory,3_Spring-24
422,CHM 110,Foundations of Chemistry,NWL,Lecture,0_Fall-22
423,CHM 110,Foundations of Chemistry,NWL,Lecture,0_Fall-22
424,CHM 110,Foundations of Chemistry,NWL,Combination,0_Fall-22
425,CHM 110,Foundations of Chemistry,NWL,Laboratory,0_Fall-22
426,CHM 110,Foundations of Chemistry,NWL,Combination,0_Fall-22
427,CHM 110,Foundations of Chemistry,NWL,Laboratory,0_Fall-22
428,CHM 110,Foundations of Chemistry,NWL,Lecture,5_Spring-25
429,CHM 110,Foundations of Chemistry,NWL,Laboratory,3_Spring-24
430,CHM 110,Foundations of Chemistry,NWL,Lecture,3_Spring-24
431,CHM 110,Foundations of Chemistry,NWL,Laboratory,3_Spring-24
432,CHM 110,Foundations of Chemistry,NWL,Lecture,3_Spring-24
433,CHM 110,Foundations of Chemistry,NWL,Lecture,4_Fall-24
434,CHM 110,Foundations of Chemistry,NWL,Laboratory,4_Fall-24
435,CHM 110,Foundations of Chemistry,NWL,Lecture,4_Fall-24
436,CHM 110,Foundations of Chemistry,NWL,Laboratory,4_Fall-24
437,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Laboratory,0_Fall-22
438,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Lecture,4_Fall-24
439,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Laboratory,4_Fall-24
440,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Laboratory,5_Spring-25
441,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Combination,0_Fall-22
442,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Lecture,0_Fall-22
443,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Laboratory,0_Fall-22
444,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Lecture,0_Fall-22
445,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Lecture,5_Spring-25
446,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Combination,0_Fall-22
447,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Lecture,4_Fall-24
448,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Laboratory,5_Spring-25
449,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Lecture,3_Spring-24
450,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Laboratory,5_Spring-25
451,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Laboratory,5_Spring-25
452,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Lecture,5_Spring-25
453,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Laboratory,3_Spring-24
454,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Lecture,3_Spring-24
455,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Laboratory,3_Spring-24
456,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Lecture,3_Spring-24
457,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Laboratory,3_Spring-24
458,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Lecture,3_Spring-24
459,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Laboratory,3_Spring-24
460,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Lecture,0_Fall-22
461,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Lecture,5_Spring-25
462,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Combination,0_Fall-22
463,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Lecture,2_Fall-23
464,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Lecture,0_Fall-22
465,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Laboratory,0_Fall-22
466,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Laboratory,4_Fall-24
467,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Lecture,1_Spring-23
468,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Combination,1_Spring-23
469,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Laboratory,1_Spring-23
470,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Combination,2_Fall-23
471,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Lecture,2_Fall-23
472,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Laboratory,2_Fall-23
473,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Combination,2_Fall-23
474,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Lecture,2_Fall-23
475,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Laboratory,2_Fall-23
476,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Combination,2_Fall-23
477,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Laboratory,0_Fall-22
478,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Combination,0_Fall-22
479,CHM 115,Kinetics Thermodynamics and the Environment,"NWL, NE",Laboratory,2_Fall-23
480,CHM 118,Principles of Chemistry: Theory and Applications,"NWL, NE",Laboratory,2_Fall-23
481,CHM 118,Principles of Chemistry: Theory and Applications,"NWL, NE",Experiential,2_Fall-23
482,CHM 118,Principles of Chemistry: Theory and Applications,"NWL, NE",Lecture,2_Fall-23
483,CHM 118,Principles of Chemistry: Theory and Applications,"NWL, NE",Lecture,4_Fall-24
484,CHM 118,Principles of Chemistry: Theory and Applications,"NWL, NE",Laboratory,4_Fall-24
485,CHM 120,Organic Chemistry,NWL,Lecture,1_Spring-23
486,CHM 120,Organic Chemistry I,NWL,Laboratory,5_Spring-25
487,CHM 120,Organic Chemistry I,NWL,Laboratory,5_Spring-25
488,CHM 120,Organic Chemistry I,NWL,Lecture,5_Spring-25
489,CHM 120,Organic Chemistry I,NWL,Laboratory,5_Spring-25
490,CHM 120,Organic Chemistry I,NWL,Lecture,5_Spring-25
491,CHM 120,Organic Chemistry,NWL,Laboratory,0_Fall-22
492,CHM 120,Organic Chemistry,NWL,Lecture,0_Fall-22
493,CHM 120,Organic Chemistry,NWL,Lecture,0_Fall-22
494,CHM 120,Organic Chemistry,NWL,Laboratory,0_Fall-22
495,CHM 120,Organic Chemistry,NWL,Laboratory,0_Fall-22
496,CHM 120,Organic Chemistry,NWL,Laboratory,1_Spring-23
497,CHM 120,Organic Chemistry,NWL,Lecture,0_Fall-22
498,CHM 120,Organic Chemistry I,NWL,Laboratory,4_Fall-24
499,CHM 120,Organic Chemistry I,NWL,Lecture,4_Fall-24
500,CHM 120,Organic Chemistry I,NWL,Laboratory,4_Fall-24
501,CHM 120,Organic Chemistry I,NWL,Lecture,4_Fall-24
502,CHM 120,Organic Chemistry I,NWL,Laboratory,4_Fall-24
503,CHM 120,Organic Chemistry I,NWL,Lecture,4_Fall-24
504,CHM 120,Organic Chemistry I,NWL,Laboratory,4_Fall-24
505,CHM 120,Organic Chemistry I,NWL,Lecture,4_Fall-24
506,CHM 120,Organic Chemistry,NWL,Laboratory,3_Spring-24
507,CHM 120,Organic Chemistry,NWL,Lecture,3_Spring-24
508,CHM 120,Organic Chemistry,NWL,Lecture,3_Spring-24
509,CHM 120,Organic Chemistry,NWL,Laboratory,3_Spring-24
589,CHM 511,Undergraduate Thesis II,WR,Independent Study,3_Spring-24
590,CHM 511,Undergraduate Thesis II,WR,Independent Study,3_Spring-24
591,CHM 511,Undergraduate Thesis II,WR,Independent Study,3_Spring-24
592,CHM 511,Undergraduate Thesis II,WR,Independent Study,3_Spring-24
593,CHM 511,Undergraduate Thesis II,WR,Independent Study,3_Spring-24
594,CHM 511,Undergraduate Thesis II,WR,Independent Study,3_Spring-24
595,CHM 511,Undergraduate Thesis II,WR,Independent Study,3_Spring-24
596,CHM 511,Undergraduate Thesis II,WR,Independent Study,3_Spring-24
597,CHM 511,Undergraduate Thesis II,WR,Independent Study,3_Spring-24
598,CHM 511,Undergraduate Thesis II,WR,Independent Study,3_Spring-24
599,CHM 511,Undergraduate Thesis II,WR,Independent Study,3_Spring-24
600,CHM 511,Undergraduate Thesis II,WR,Independent Study,3_Spring-24
601,CHM 511,Undergraduate Thesis II,WR,Independent Study,3_Spring-24
602,CHM 511,Undergraduate Thesis II,WR,Independent Study,1_Spring-23
607,CHN 201,Intermediate Chinese I,FL,Lecture,0_Fall-22
608,CHN 202,Intermediate Chinese II,FL,Lecture,3_Spring-24
609,CHN 225,Chinese Film,"VP, WC",Lecture,3_Spring-24
610,CHN 225,Chinese Film,"VP, WC",Lecture,3_Spring-24
611,CHN 230,Survey of Chinese Literature,"TA, WC",Lecture,0_Fall-22
612,CHN 246,Twentieth Century Chinese Popular Fiction,"TA, WC",Lecture,3_Spring-24
619,CLS 101,Homer for Everyone,TA,Lecture,3_Spring-24
620,CLS 102,Classics: The Basics,TA,Lecture,4_Fall-24
621,CLS 103,Mythology,TA,Lecture,4_Fall-24
622,CLS 103,Mythology,TA,Lecture,3_Spring-24
623,CLS 103,Mythology,TA,Lecture,0_Fall-22
624,CLS 104,Sport and Violence in the Ancient World,HA,Lecture,3_Spring-24
625,CLS 105,The Ancient World in 50 Archaeological Objects,HA,Lecture,0_Fall-22
626,CLS 212,Geography and Travel in the Ancient Mediterranean,"TA, NE",Lecture,4_Fall-24
627,CLS 213,Inventing the Book,HA,Lecture,3_Spring-24
628,CLS 214,Law and Order: Greece & Rome,HA,Lecture,1_Spring-23
629,CLS 216,Historical Linguistics and Proto-Indo-European,HB,Lecture,5_Spring-25
630,CLS 221,Roman Civilization,HA,Lecture,4_Fall-24
631,CLS 232,Guide to the Good Life,UQ,Lecture,1_Spring-23
633,CLS 322,The Power in Democracy,HA,Lecture,5_Spring-25
634,CLS 331,Constructing Identities,UQ,Lecture,1_Spring-23
635,CLS 332,Women and Power in Antiquity,"TA, IEJ",Lecture,2_Fall-23
636,CLS 401,Seminar in Classics,WR,Lecture,1_Spring-23
645,COM 102,Media & Society,HB,Lecture,5_Spring-25
646,COM 102,Media & Society,HB,Lecture,1_Spring-23
647,COM 102,Media & Society,HB,Lecture,0_Fall-22
648,COM 102,Media & Society,HB,Lecture,4_Fall-24
649,COM 102,Media & Society,HB,Lecture,4_Fall-24
650,COM 201,Rhetoric & Strategy,TA,Lecture,2_Fall-23
651,COM 201,Rhetoric & Strategy,TA,Lecture,2_Fall-23
652,COM 201,Rhetoric & Strategy,TA,Lecture,0_Fall-22
653,COM 201,Rhetoric & Strategy,TA,Lecture,0_Fall-22
654,COM 202,Digital Storytelling,VP,Lecture,4_Fall-24
655,COM 202,Digital Storytelling,VP,Lecture,5_Spring-25
656,COM 202,Digital Storytelling,VP,Lecture,4_Fall-24
657,COM 202,Digital Storytelling,VP,Lecture,1_Spring-23
658,COM 202,Digital Storytelling,VP,Lecture,1_Spring-23
659,COM 202,Digital Storytelling,VP,Lecture,1_Spring-23
660,COM 301,Rhetorical Criticism,"TA, WR",Lecture,5_Spring-25
661,COM 301,Rhetorical Criticism,"TA, WR",Lecture,3_Spring-24
662,COM 302,Media Criticism,"VP, WR",Lecture,1_Spring-23
663,COM 302,Media Criticism,"VP, WR",Laboratory,1_Spring-23
664,COM 302,Media Criticism,"VP, WR",Lecture,2_Fall-23
665,COM 302,Media Criticism,"VP, WR",Laboratory,2_Fall-23
666,COM 303,Communication Research Methods,"HB, WR",Lecture,5_Spring-25
