CourseCode,Section,CourseTitle,RoomId,Days,Time,Status,InstructorName,Mode,Fill
MTH 460,01,Group Theory,RLY-101,TR,10:00 AM - 11:15 AM,Closed,Roy Bower,In-Person,22/18
MTH 465,01,Linear Algebra and Matrix Theory,MTH 460-01 - Group Theory,,,Closed,Jordan Bounds,In-Person,1/0
MTH 465,02,Linear Algebra and Matrix Theory,RLY-102,MWF,10:30 AM - 11:20 AM,Open,Grace Stadnyk,In-Person,12/15
MUS 050,01,Recital Attendance,RLY-204,MWF,10:30 AM - 11:20 AM,Closed,Kevin Hutson,In-Person,15/15
MUS 060,01,Symphony Orchestra,DMB-RCT,T,2:30 PM - 3:20 PM,Open,Randall Umstead,In-Person,99/190
MUS 061,01,Furman Bands,DMB-013,TR,4:00 PM - 6:00 PM,Open,Stephan Fillare,In-Person,65/80
MUS 062,01,Furman Singers,DMB-013,MWF,4:00 PM - 6:00 PM,Open,"David Stanley, Sue Samuels",In-Person,84/100
MUS 064,01,Women's Chorale (Belle Voci),HMP-121,TR,4:00 PM - 6:00 PM,Open,Stephen Gusukuma,In-Person,62/100
MUS 065,01,Chamber Choir,HMP-121,TR,1:00 PM - 2:15 PM,Open,Vivian Hamilton,In-Person,21/50
MUS 067,01,Jazz Ensemble,HMP-121,MW,2:30 PM - 3:20 PM,Open,Stephen Gusukuma,In-Person,28/40
MUS 068,01,Jazz Combo,DMB-013,MR,2:30 PM - 3:45 PM,Closed,Matt Olson,In-Person,20/20
MUS 068,02,Jazz Combo,DMB-013,TR,6:00 PM - 7:00 PM,Open,Matt Dingledine,In-Person,5/15
MUS 068,03,Jazz Combo,DMB-013,TR,7:00 PM - 8:00 PM,Open,Matt Dingledine,In-Person,7/15
MUS 069,01,Brass Ensemble,MUS 068-03 - Jazz Combo,,,Open,Joseph Hoover,In-Person,6/15
MUS 070,01,Woodwind Ensemble,MUS 069-01 - Brass Ensemble,,,Open,Buddy Deshler,In-Person,10/25
MUS 071,01,Percussion Ensemble,MUS 070-01 - Woodwind Ensemble,,,Open,Anastasia Christofakis,In-Person,13/20
MUS 072,01,String Chamber Music,DMB-013,MW,6:00 PM - 8:00 PM,Open,Omar Carmenates,In-Person,14/20
MUS 073,01,String Quartet,MUS 072-01 - String Chamber Music,,,Open   |   In-Person   |   0/20,,,
MUS 074,01,Saxophone Quartet,MUS 073-01 - String Quartet,,,Open,Stephan Fillare,In-Person,8/20
MUS 079,01,Bluegrass Ensemble,MUS 074-01 - Saxophone Quartet,,,Open,Matt Olson,In-Person,8/20
MUS 101,01,Introduction to Music,MUS 079-01 - Bluegrass Ensemble,,,Closed,Andrew Carlson,In-Person,17/12
MUS 101,03,Introduction to Music,FUR-214,TR,8:30 AM - 9:45 AM,Closed,David Stanley,In-Person,32/32
MUS 102,01,Introduction to Jazz,FUR-214 | WF | 1:30 PM - 2:45 PM | 01/13/2025 - 04/29/2025,,,Open,Michelle Moeller,In-Person,30/32
MUS 103,01,Introduction to American Folk and Country Music,FUR-214,TR,11:30 AM - 12:45 PM,Closed,Matt Dingledine,In-Person,32/32
MUS 106,01,Piano Class I,FUR-214,MWF,9:30 AM - 10:20 AM,Closed,Andrew Carlson,In-Person,33/32
MUS 108,01,Guitar Class I,DMB-005,MF,9:30 AM - 10:20 AM,Open,Kelly Herd,In-Person,3/24
MUS 112A,01,Basic Musicianship II: Written & Analytical,DMB-013,T,1:00 PM - 2:15 PM,Open,Matt Dingledine,In-Person,10/12
MUS 112A,02,Basic Musicianship II: Written & Analytical,DMB-003,TR,10:30 AM - 11:20 AM,Closed,Megan Lyons,In-Person,20/18
MUS 112B,01,Basic Musicianship II: Aural,DMB-003,TR,11:30 AM - 12:20 PM,Closed,Megan Lyons,In-Person,18/18
MUS 112B,02,Basic Musicianship II: Aural,DMB-003,MF,10:30 AM - 11:20 AM,Closed,Megan Lyons,In-Person,22/18
MUS 112C,01,Basic Musicianship II: Keyboard,DMB-003,MF,11:30 AM - 12:20 PM,Open,Megan Lyons,In-Person,16/18
MUS 112C,02,Basic Musicianship II: Keyboard,DMB-004,W,10:30 AM - 11:20 AM,Closed,Derek Parsons,In-Person,9/9
MUS 112C,03,Basic Musicianship II: Keyboard,DMB-005,W,10:30 AM - 11:20 AM,Closed,David Gross,In-Person,10/9
MUS 112C,04,Basic Musicianship II: Keyboard,DMB-005,W,11:30 AM - 12:20 PM,Closed,David Gross,In-Person,9/9
MUS 112C,05,Basic Musicianship II: Keyboard,DMB-004,W,11:30 AM - 12:20 PM,Closed,Derek Parsons,In-Person,10/9
MUS 113,01,Composition Seminar,DMB-004,W,8:30 AM - 9:20 AM,Open,Derek Parsons,In-Person,0/9
MUS 115-CBE - Music-reading Fundamentals for the Singing Actor,,,HMP-123E,F,11:30 AM - 1:00 PM,Open,Samuel Hunter,In-Person,11/12
MUS 120,01,Introductory Music Literature,MUS 115-CBE - Music-reading Fundamentals for the Singing Actor,,,Open,Lisa Barksdale,In-Person,1/5
MUS 212A,01,Basic Musicianship IV: Written & Analysis,HMP-121,MW,1:30 PM - 2:20 PM,Open,Randall Umstead,In-Person,34/36
MUS 212A,02,Basic Musicianship IV: Written & Analysis,DMB-104,TR,10:30 AM - 11:20 AM,Open,Benjamin Dobbs,In-Person,16/18
MUS 212B,01,Basic Musicianship IV: Aural,DMB-104,TR,11:30 AM - 12:20 PM,Open,Benjamin Dobbs,In-Person,14/18
MUS 212B,02,Basic Musicianship IV: Aural,DMB-104,MW,10:30 AM - 11:20 AM,Open,Benjamin Dobbs,In-Person,16/18
MUS 212C,01,Basic Musicianship IV: Keyboard,DMB-104,MW,11:30 AM - 12:20 PM,Open,Benjamin Dobbs,In-Person,14/18
MUS 212C,02,Basic Musicianship IV: Keyboard,DMB-004,F,10:30 AM - 11:20 AM,Open,Derek Parsons,In-Person,8/9
MUS 212C,03,Basic Musicianship IV: Keyboard,DMB-005,F,10:30 AM - 11:20 AM,Closed,David Gross,In-Person,9/9
MUS 212C,04,Basic Musicianship IV: Keyboard,DMB-004,F,11:30 AM - 12:20 PM,Open,David Rhyne,In-Person,7/9
MUS 220,01,World Music,DMB-005,F,11:30 AM - 12:20 PM,Open,David Gross,In-Person,6/9
MUS 310,01,Form and Analysis,HMP-121,TR,8:30 AM - 9:45 AM,Open,Omar Carmenates,In-Person,35/36
MUS 311,01,Composition Seminar,DMB-104,TR,8:30 AM - 9:45 AM,Open,Benjamin Dobbs,In-Person,6/8
MUS 312,01,Orchestration,HMP-123E,F,11:30 AM - 1:00 PM,Open,Samuel Hunter,In-Person,3/8
MUS 321,01,Music History III,DMB-104,MW,1:30 PM - 2:20 PM,Open,Mark Britt,In-Person,9/24
MUS 321,02,Music History III,HMP-121,MW,10:30 AM - 11:20 AM,Open,Randall Umstead,In-Person,16/36
MUS 327,01,The Alexander Technique and Body Mapping,HMP-121,MW,11:30 AM - 12:20 PM,Open,Randall Umstead,In-Person,12/36
MUS 331A,01,Woodwind Methods,HMP-121,T,11:30 AM - 12:45 PM,Closed,Petrea Warneck,In-Person,16/15
MUS 332,01,Brass Methods,MUS 331A-01 - Woodwind Methods,,,Open,Anastasia Christofakis,In-Person,0/12
MUS 333,01,Percussion Methods,DMB-013,TR,8:30 AM - 9:20 AM,Open,Mark Britt,In-Person,5/18
MUS 351,01,Applied Jazz Improvisation,DMB-013,MW,8:30 AM - 9:20 AM,Open,Omar Carmenates,In-Person,5/18
MUS 351,02,Applied Jazz Improvisation,MUS 351-01 - Applied Jazz Improvisation,,,Open,Matt Olson,In-Person,1/12
MUS 351,03,Applied Jazz Improvisation,MUS 351-02 - Applied Jazz Improvisation,,,Open,Matt Dingledine,In-Person,0/12
MUS 351,04,Applied Jazz Improvisation,MUS 351-03 - Applied Jazz Improvisation,,,Open,Keith Davis,In-Person,1/12
MUS 351A,01,Applied Jazz Improvisation,MUS 351-04 - Applied Jazz Improvisation,,,Open,Joseph Hoover,In-Person,2/12
MUS 351A,02,Applied Jazz Improvisation,MUS 351A-01 - Applied Jazz Improvisation,,,Open,Matt Olson,In-Person,0/12
MUS 351A,03,Applied Jazz Improvisation,MUS 351A-02 - Applied Jazz Improvisation,,,Open,Matt Dingledine,In-Person,0/12
MUS 351A,04,Applied Jazz Improvisation,MUS 351A-03 - Applied Jazz Improvisation,,,Open,Keith Davis,In-Person,0/12
MUS 351D,01,Applied Jazz Improvisation,MUS 351A-04 - Applied Jazz Improvisation,,,Open,Joseph Hoover,In-Person,0/12
MUS 351D,02,Applied Jazz Improvisation,MUS 351D-01 - Applied Jazz Improvisation,,,Open,Matt Olson,In-Person,0/12
MUS 351D,03,Applied Jazz Improvisation,MUS 351D-02 - Applied Jazz Improvisation,,,Open,Matt Dingledine,In-Person,0/12
MUS 351D,04,Applied Jazz Improvisation,MUS 351D-03 - Applied Jazz Improvisation,,,Open,Keith Davis,In-Person,0/12
MUS 351E,01,Applied Jazz Improvisation,MUS 351D-04 - Applied Jazz Improvisation,,,Open,Joseph Hoover,In-Person,3/12
MUS 351E,02,Applied Jazz Improvisation,MUS 351E-01 - Applied Jazz Improvisation,,,Open,Matt Olson,In-Person,0/12
MUS 351E,03,Applied Jazz Improvisation,MUS 351E-02 - Applied Jazz Improvisation,,,Open,Matt Dingledine,In-Person,1/12
MUS 351E,04,Applied Jazz Improvisation,MUS 351E-03 - Applied Jazz Improvisation,,,Open,Keith Davis,In-Person,2/12
MUS 352,01,Basic Conducting,MUS 351E-04 - Applied Jazz Improvisation,,,Open,Joseph Hoover,In-Person,2/12
MUS 352,02,Basic Conducting,DMB-003,TR,1:00 PM - 1:50 PM,Open,Stephen Gusukuma,In-Person,8/12
MUS 352,03,Basic Conducting,DMB-013,MW,1:30 PM - 2:20 PM,Closed,Sue Samuels,In-Person,12/12
MUS 356,01,Lyric Diction I,DMB-003,MW,1:30 PM - 2:20 PM,Closed,Stephan Fillare,In-Person,12/12
MUS 412,01,Senior Project,DMB-104,TR,1:00 PM - 1:50 PM,Open,Bronwen Forbay,In-Person,14/24
MUS 420G,01,Literature of Voice,R | 11:30 AM - 12:45 PM,,,Open,Benjamin Dobbs,In-Person,0/12
MUS 421A,01,History and Literature of Piano,JHN-107,R,11:30 AM - 12:45 PM,Open,Craig Price,In-Person,14/24
MUS 423,01,Survey of Choral Literature,HMP-123E,TR,11:30 AM - 12:45 PM,Open,Derek Parsons,In-Person,3/12
MUS 501,01,Independent Study,HMP-123E,MW,10:30 AM - 11:20 AM,Open,Stephen Gusukuma,In-Person,4/15
MUS 505,01,Chamber Music for Winds & Percussion,MUS 501-01 - Independent Study,,,Open,Megan Lyons,In-Person,1/0
MUS 511,01,Voice,MUS 505-01 - Chamber Music for Winds & Percussion,,,Open   |   In-Person   |   0/24,,,
MUS 511,02,Voice,MUS 511-01 - Voice,,,Open,Grant Knox,In-Person,3/24
MUS 511,03,Voice,MUS 511-02 - Voice,,,Open,Katie Knauer,In-Person,7/24
MUS 511,04,Voice,MUS 511-03 - Voice,,,Open,Craig Price,In-Person,10/24
MUS 511,05,Voice,MUS 511-04 - Voice,,,Open,Lisa Barksdale,In-Person,4/24
MUS 511,06,Voice,MUS 511-05 - Voice,,,Open,Erica Lustig,In-Person,0/24
MUS 511,07,Voice,MUS 511-06 - Voice,,,Open,Bronwen Forbay,In-Person,8/24
MUS 511A,01,Voice,MUS 511-07 - Voice,,,Open,Stephen Gusukuma,In-Person,0/24
MUS 511A,02,Voice,MUS 511A-01 - Voice,,,Open,Grant Knox,In-Person,0/24
MUS 511A,03,Voice,MUS 511A-02 - Voice,,,Open,Katie Knauer,In-Person,1/24
MUS 511A,04,Voice,MUS 511A-03 - Voice,,,Open,Craig Price,In-Person,0/24
MUS 511A,05,Voice,MUS 511A-04 - Voice,,,Open,Lisa Barksdale,In-Person,3/24
MUS 511A,06,Voice,MUS 511A-05 - Voice,,,Open,Erica Lustig,In-Person,10/24
MUS 511C,01,Voice,MUS 511A-06 - Voice,,,Open,Bronwen Forbay,In-Person,1/24
MUS 511C,02,Voice,MUS 511C-01 - Voice,,,Open,Grant Knox,In-Person,9/24
MUS 511C,03,Voice,MUS 511C-02 - Voice,,,Open,Katie Knauer,In-Person,0/24
MUS 511C,04,Voice,MUS 511C-03 - Voice,,,Open,Craig Price,In-Person,0/24
MUS 511C,05,Voice,MUS 511C-04 - Voice,,,Open,Lisa Barksdale,In-Person,1/24
MUS 511C,06,Voice,MUS 511C-05 - Voice,,,Open,Erica Lustig,In-Person,0/24
MUS 511D,01,Voice,MUS 511C-06 - Voice,,,Open,Bronwen Forbay,In-Person,4/24
MUS 511D,02,Voice,MUS 511D-01 - Voice,,,Open,Grant Knox,In-Person,0/24
MUS 511D,03,Voice,MUS 511D-02 - Voice,,,Open,Katie Knauer,In-Person,5/24
MUS 511D,04,Voice,MUS 511D-03 - Voice,,,Open,Craig Price,In-Person,0/24
MUS 511D,05,Voice,MUS 511D-04 - Voice,,,Open,Lisa Barksdale,In-Person,5/24
MUS 511D,06,Voice,MUS 511D-05 - Voice,,,Open,Erica Lustig,In-Person,1/24
MUS 511E,01,Voice,MUS 511D-06 - Voice,,,Open,Bronwen Forbay,In-Person,1/24
MUS 511E,02,Voice,MUS 511E-01 - Voice,,,Open,Grant Knox,In-Person,0/24
MUS 511E,03,Voice,MUS 511E-02 - Voice,,,Open,Katie Knauer,In-Person,4/24
MUS 511E,04,Voice,MUS 511E-03 - Voice,,,Open,Craig Price,In-Person,2/24
MUS 511E,05,Voice,MUS 511E-04 - Voice,,,Open,Lisa Barksdale,In-Person,0/24
MUS 511E,06,Voice,MUS 511E-05 - Voice,,,Open,Erica Lustig,In-Person,1/24
MUS 512D,01,Opera,MUS 511E-06 - Voice,,,Open,Bronwen Forbay,In-Person,0/24
MUS 521,01,Violin,DMB-RCT,M,4:00 PM - 6:00 PM,Open,Grant Knox,In-Person,13/24
MUS 521,02,Violin,MUS 521-01 - Violin,,,Open,Anastasia Petrunina,In-Person,12/24
MUS 521A_,01,Violin,MUS 521-02 - Violin,,,Open,Andrew Carlson,In-Person,1/24
MUS 521A_,02,Violin,MUS 521A_-01 - Violin,,,Open,Anastasia Petrunina,In-Person,0/24
MUS 521C_,01,Violin,MUS 521A_-02 - Violin,,,Open,Andrew Carlson,In-Person,0/24
MUS 521D,01,Violin,MUS 521C_-01 - Violin,,,Open,Anastasia Petrunina,In-Person,1/24
MUS 521D,02,Violin,MUS 521D-01 - Violin,,,Open,Anastasia Petrunina,In-Person,0/24
MUS 521E,01,Violin,MUS 521D-02 - Violin,,,Open,Andrew Carlson,In-Person,3/24
MUS 521E,02,Violin,MUS 521E-01 - Violin,,,Open,Anastasia Petrunina,In-Person,2/24
MUS 522,01,Viola,MUS 521E-02 - Violin,,,Open,Andrew Carlson,In-Person,2/24
MUS 522A_,01,Viola,MUS 522-01 - Viola,,,Open,Anna Joiner,In-Person,3/24
MUS 522C,01,Viola,MUS 522A_-01 - Viola,,,Open,Anna Joiner,In-Person,0/24
MUS 522D,01,Viola,MUS 522C-01 - Viola,,,Open,Anna Joiner,In-Person,0/24
MUS 522E,01,Viola,MUS 522D-01 - Viola,,,Open,Anna Joiner,In-Person,0/24
MUS 523A,01,Cello,MUS 522E-01 - Viola,,,Open,Anna Joiner,In-Person,3/24
MUS 523C,01,Cello,MUS 523A-01 - Cello,,,Open,Christopher Hutton,In-Person,0/24
MUS 523D,01,Cello,MUS 523C-01 - Cello,,,Open,Christopher Hutton,In-Person,1/24
MUS 523E,01,Cello,MUS 523D-01 - Cello,,,Open,Christopher Hutton,In-Person,0/24
MUS 523_,01,Cello,MUS 523E-01 - Cello,,,Open,Christopher Hutton,In-Person,5/24
MUS 524,01,Double Bass,MUS 523_-01 - Cello,,,Open,Christopher Hutton,In-Person,7/24
MUS 524A,01,Double Bass,MUS 524-01 - Double Bass,,,Open,Ian Bracchitta,In-Person,1/24
MUS 524C,01,Double Bass,MUS 524A-01 - Double Bass,,,Open,Ian Bracchitta,In-Person,0/24
MUS 524D,01,Double Bass,MUS 524C-01 - Double Bass,,,Open,Ian Bracchitta,In-Person,0/24
MUS 524E,01,Double Bass,MUS 524D-01 - Double Bass,,,Open,Ian Bracchitta,In-Person,0/24
MUS 525,01,Classical Guitar,MUS 524E-01 - Double Bass,,,Open,Ian Bracchitta,In-Person,3/24
MUS 525A,01,Classical Guitar,MUS 525-01 - Classical Guitar,,,Open,Steve Newbrough,In-Person,1/24
MUS 525C,01,Classical Guitar,MUS 525A-01 - Classical Guitar,,,Open,Steve Newbrough,In-Person,0/24
MUS 525D,01,Classical Guitar,MUS 525C-01 - Classical Guitar,,,Open,Steve Newbrough,In-Person,0/24
MUS 525E,01,Classical Guitar,MUS 525D-01 - Classical Guitar,,,Open,Steve Newbrough,In-Person,2/24
MUS 526,01,Jazz Guitar,MUS 525E-01 - Classical Guitar,,,Open,Steve Newbrough,In-Person,0/24
MUS 526A,01,Jazz Guitar,MUS 526-01 - Jazz Guitar,,,Open,Matt Dingledine,In-Person,1/24
MUS 526C,01,Jazz Guitar,MUS 526A-01 - Jazz Guitar,,,Open,Matt Dingledine,In-Person,0/24
MUS 526D,01,Jazz Guitar,MUS 526C-01 - Jazz Guitar,,,Open,Matt Dingledine,In-Person,0/24
MUS 526E,01,Jazz Guitar,MUS 526D-01 - Jazz Guitar,,,Open,Matt Dingledine,In-Person,0/24
MUS 527,01,Harp,MUS 526E-01 - Jazz Guitar,,,Open,Matt Dingledine,In-Person,0/24
MUS 527A,01,Harp,MUS 527-01 - Harp,,,Open,Anita Burroughs-Price,In-Person,0/24
MUS 527C,01,Harp,MUS 527A-01 - Harp,,,Open,Anita Burroughs-Price,In-Person,1/24
MUS 527D,01,Harp,MUS 527C-01 - Harp,,,Open,Anita Burroughs-Price,In-Person,0/24
MUS 527E,01,Harp,MUS 527D-01 - Harp,,,Open,Anita Burroughs-Price,In-Person,2/24
MUS 528,01,Jazz Bass,MUS 527E-01 - Harp,,,Open,Anita Burroughs-Price,In-Person,0/24
MUS 528A,01,Jazz Bass,MUS 528-01 - Jazz Bass,,,Open,Ian Bracchitta,In-Person,1/24
MUS 528C,01,Jazz Bass,MUS 528A-01 - Jazz Bass,,,Open,Ian Bracchitta,In-Person,0/24
MUS 528D,01,Jazz Bass,MUS 528C-01 - Jazz Bass,,,Open,Ian Bracchitta,In-Person,0/24
MUS 528E,01,Jazz Bass,MUS 528D-01 - Jazz Bass,,,Open,Ian Bracchitta,In-Person,0/24
MUS 531,01,Trumpet,MUS 528E-01 - Jazz Bass,,,Open,Ian Bracchitta,In-Person,0/24
MUS 531A,01,Trumpet,MUS 531-01 - Trumpet,,,Open,Buddy Deshler,In-Person,9/24
MUS 531B,01,Trumpet,MUS 531A-01 - Trumpet,,,Open,Buddy Deshler,In-Person,1/24
MUS 531C,01,Trumpet,MUS 531B-01 - Trumpet,,,Open,Buddy Deshler,In-Person,0/24
MUS 531D,01,Trumpet,MUS 531C-01 - Trumpet,,,Open,Buddy Deshler,In-Person,2/24
MUS 531E,01,Trumpet,MUS 531D-01 - Trumpet,,,Open,Buddy Deshler,In-Person,1/24
MUS 532,01,Horn,MUS 531E-01 - Trumpet,,,Open,Buddy Deshler,In-Person,3/24
MUS 532A,01,Horn,MUS 532-01 - Horn,,,Open,Tyler Goodwin,In-Person,2/24
MUS 532B,01,Horn,MUS 532A-01 - Horn,,,Open,Tyler Goodwin,In-Person,0/24
MUS 532C,01,Horn,MUS 532B-01 - Horn,,,Open,Tyler Goodwin,In-Person,0/24
MUS 532D,01,Horn,MUS 532C-01 - Horn,,,Open,Tyler Goodwin,In-Person,0/24
MUS 532E,01,Horn,MUS 532D-01 - Horn,,,Open,Tyler Goodwin,In-Person,4/24
MUS 533,01,Trombone,MUS 532E-01 - Horn,,,Open,Tyler Goodwin,In-Person,2/24
MUS 533A,01,Trombone,MUS 533-01 - Trombone,,,Open,Mark Britt,In-Person,4/24
MUS 533B,01,Trombone,MUS 533A-01 - Trombone,,,Open,Mark Britt,In-Person,0/24
MUS 533D,01,Trombone,MUS 533B-01 - Trombone,,,Open,Mark Britt,In-Person,0/24
MUS 533E,01,Trombone,MUS 533D-01 - Trombone,,,Open,Mark Britt,In-Person,1/24
MUS 534,01,Euphonium,MUS 533E-01 - Trombone,,,Open,Mark Britt,In-Person,0/24
MUS 534A,01,Euphonium,MUS 534-01 - Euphonium,,,Open,Mark Britt,In-Person,0/24
MUS 534B,01,Euphonium,MUS 534A-01 - Euphonium,,,Open,Mark Britt,In-Person,0/24
MUS 534C,01,Euphonium,MUS 534B-01 - Euphonium,,,Open,Mark Britt,In-Person,0/24
MUS 534D,01,Euphonium,MUS 534C-01 - Euphonium,,,Open,Mark Britt,In-Person,0/24
MUS 534E,01,Euphonium,MUS 534D-01 - Euphonium,,,Open,Mark Britt,In-Person,0/24
MUS 535,01,Tuba,MUS 534E-01 - Euphonium,,,Open,Mark Britt,In-Person,1/24
MUS 535A,01,Tuba,MUS 535-01 - Tuba,,,Open,Mark Britt,In-Person,1/24
MUS 535B,01,Tuba,MUS 535A-01 - Tuba,,,Open,Mark Britt,In-Person,0/24
MUS 535C,01,Tuba,MUS 535B-01 - Tuba,,,Open,Mark Britt,In-Person,0/24
MUS 535D,01,Tuba,MUS 535C-01 - Tuba,,,Open,Mark Britt,In-Person,0/24
MUS 535E,01,Tuba,MUS 535D-01 - Tuba,,,Open,Mark Britt,In-Person,3/24
MUS 541,01,Flute,MUS 535E-01 - Tuba,,,Open,Mark Britt,In-Person,1/24
MUS 541A,01,Flute,MUS 541-01 - Flute,,,Open,Caroline Ulrich,In-Person,3/24
MUS 541B,01,Flute,MUS 541A-01 - Flute,,,Open,Caroline Ulrich,In-Person,0/24
MUS 541C,01,Flute,MUS 541B-01 - Flute,,,Open,Caroline Ulrich,In-Person,0/24
MUS 541D,01,Flute,MUS 541C-01 - Flute,,,Open,Caroline Ulrich,In-Person,0/24
MUS 541E,01,Flute,MUS 541D-01 - Flute,,,Open,Caroline Ulrich,In-Person,6/24
MUS 542,01,Oboe,MUS 541E-01 - Flute,,,Open,Caroline Ulrich,In-Person,1/24
MUS 542A,01,Oboe,MUS 542-01 - Oboe,,,Open,Michelle Moeller,In-Person,2/24
MUS 542B,01,Oboe,MUS 542A-01 - Oboe,,,Open,Michelle Moeller,In-Person,0/24
MUS 542C,01,Oboe,MUS 542B-01 - Oboe,,,Open,Michelle Moeller,In-Person,0/24
MUS 542D,01,Oboe,MUS 542C-01 - Oboe,,,Open,Michelle Moeller,In-Person,0/24
MUS 542E,01,Oboe,MUS 542D-01 - Oboe,,,Open,Michelle Moeller,In-Person,0/24
MUS 543,01,Clarinet,MUS 542E-01 - Oboe,,,Open,Michelle Moeller,In-Person,1/24
MUS 543A,01,Clarinet,MUS 543-01 - Clarinet,,,Open,Anastasia Christofakis,In-Person,3/24
MUS 543B,01,Clarinet,MUS 543A-01 - Clarinet,,,Open,Anastasia Christofakis,In-Person,0/24
MUS 543C,01,Clarinet,MUS 543B-01 - Clarinet,,,Open,Anastasia Christofakis,In-Person,0/24
MUS 543D,01,Clarinet,MUS 543C-01 - Clarinet,,,Open,Anastasia Christofakis,In-Person,0/24
MUS 543E,01,Clarinet,MUS 543D-01 - Clarinet,,,Open,Anastasia Christofakis,In-Person,5/24
MUS 544,01,Bassoon,MUS 543E-01 - Clarinet,,,Open,Anastasia Christofakis,In-Person,1/24
MUS 544A,01,Bassoon,MUS 544-01 - Bassoon,,,Open,Allen Jiang,In-Person,0/24
MUS 544B,01,Bassoon,MUS 544A-01 - Bassoon,,,Open,Allen Jiang,In-Person,0/24
MUS 544C,01,Bassoon,MUS 544B-01 - Bassoon,,,Open,Allen Jiang,In-Person,0/24
MUS 544D,01,Bassoon,MUS 544C-01 - Bassoon,,,Open,Allen Jiang,In-Person,0/24
MUS 544E,01,Bassoon,MUS 544D-01 - Bassoon,,,Open,Allen Jiang,In-Person,0/24
MUS 545,01,Saxophone,MUS 544E-01 - Bassoon,,,Open,Allen Jiang,In-Person,1/24
MUS 545A,01,Saxophone,MUS 545-01 - Saxophone,,,Open,Matt Olson,In-Person,7/24
MUS 545B,01,Saxophone,MUS 545A-01 - Saxophone,,,Open,Matt Olson,In-Person,0/24
MUS 545C,01,Saxophone,MUS 545B-01 - Saxophone,,,Open,Matt Olson,In-Person,0/24
MUS 545D,01,Saxophone,MUS 545C-01 - Saxophone,,,Open,Matt Olson,In-Person,1/24
MUS 545E,01,Saxophone,MUS 545D-01 - Saxophone,,,Open,Matt Olson,In-Person,1/24
MUS 546-01 - Contra-Bassoon,,,MUS 545E-01 - Saxophone,,,Open,Matt Olson,In-Person,4/24
MUS 546A-01 - Contra-Bassoon,,,MUS 546-01 - Contra-Bassoon,,,Open,Allen Jiang,In-Person,0/24
MUS 546B-01 - Contra-Bassoon,,,MUS 546A-01 - Contra-Bassoon,,,Open,Allen Jiang,In-Person,0/24
MUS 546C-01 - Contra-Bassoon,,,MUS 546B-01 - Contra-Bassoon,,,Open,Allen Jiang,In-Person,0/24
MUS 546D-01 - Contra-Bassoon,,,MUS 546C-01 - Contra-Bassoon,,,Open,Allen Jiang,In-Person,0/24
MUS 546E-01 - Contra-Bassoon,,,MUS 546D-01 - Contra-Bassoon,,,Open,Allen Jiang,In-Person,0/24
MUS 547,01,Bass Clarinet,MUS 546E-01 - Contra-Bassoon,,,Open,Allen Jiang,In-Person,0/24
MUS 547A-01 - Bass-Clarinet,,,MUS 547-01 - Bass Clarinet,,,Open,Anastasia Christofakis,In-Person,0/24
MUS 547B-01 - Bass-Clarinet,,,MUS 547A-01 - Bass-Clarinet,,,Open,Anastasia Christofakis,In-Person,1/24
MUS 547C-01 - Bass-Clarinet,,,MUS 547B-01 - Bass-Clarinet,,,Open,Anastasia Christofakis,In-Person,0/24
MUS 547D-01 - Bass-Clarinet,,,MUS 547C-01 - Bass-Clarinet,,,Open,Anastasia Christofakis,In-Person,0/24
MUS 547E-01 - Bass-Clarinet,,,MUS 547D-01 - Bass-Clarinet,,,Open,Anastasia Christofakis,In-Person,1/24
MUS 548,01,Piccolo,MUS 547E-01 - Bass-Clarinet,,,Open,Anastasia Christofakis,In-Person,3/24
MUS 548A,01,Piccolo,MUS 548-01 - Piccolo,,,Open,Caroline Ulrich,In-Person,0/24
MUS 548B,01,Piccolo,MUS 548A-01 - Piccolo,,,Open,Caroline Ulrich,In-Person,0/24
MUS 548C,01,Piccolo,MUS 548B-01 - Piccolo,,,Open,Caroline Ulrich,In-Person,0/24
MUS 548D,01,Piccolo,MUS 548C-01 - Piccolo,,,Open,Caroline Ulrich,In-Person,0/24
MUS 548E,01,Piccolo,MUS 548D-01 - Piccolo,,,Open,Caroline Ulrich,In-Person,0/24
MUS 549,01,English Horn,MUS 548E-01 - Piccolo,,,Open,Caroline Ulrich,In-Person,0/24
MUS 549A,01,English Horn,MUS 549-01 - English Horn,,,Open,Michelle Moeller,In-Person,0/24
MUS 549B,01,English Horn,MUS 549A-01 - English Horn,,,Open,Michelle Moeller,In-Person,0/24
MUS 549C,01,English Horn,MUS 549B-01 - English Horn,,,Open,Michelle Moeller,In-Person,0/24
MUS 549D,01,English Horn,MUS 549C-01 - English Horn,,,Open,Michelle Moeller,In-Person,0/24
MUS 549E,01,English Horn,MUS 549D-01 - English Horn,,,Open,Michelle Moeller,In-Person,0/24
MUS 551,01,Percussion,MUS 549E-01 - English Horn,,,Open,Michelle Moeller,In-Person,0/24
MUS 551A,01,Percussion,MUS 551-01 - Percussion,,,Open,Omar Carmenates,In-Person,7/24
MUS 551B,01,Percussion,MUS 551A-01 - Percussion,,,Open,Omar Carmenates,In-Person,0/24
MUS 551C,01,Percussion,MUS 551B-01 - Percussion,,,Open,Omar Carmenates,In-Person,0/24
